label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
strict,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.8103665814151747,0.042178959990558484,5,0.9949466375385307,5,2000,1955
strict,workspace_noise_single,['workspace_noise_score'],0.869337880079568,0.06623808678560954,5,0.9960250679790308,5,2000,1955
strict,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.8704290991759022,0.0415840314087488,5,0.9963728730628658,5,2000,1955
strict,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8908439897698209,0.03628861824697456,5,0.9967637023895721,5,2000,1955
strict,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.905541346973572,0.03132442945132234,5,0.9975877257690429,5,2000,1955
strict,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.9186018755328218,0.02038958743442895,5,0.9979747752426141,5,2000,1955
strict,workspace_late_late_single,['late_late_entropy_topk_mean'],0.869337880079568,0.06623808678560954,5,0.9960250679790308,5,2000,1955
strict,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.9118840579710144,0.04694916269229827,5,0.9974743508883034,5,2000,1955
strict,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.8316908212560387,0.052807394906227434,5,0.9948033727682586,5,2000,1955
strict,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.8431031543052003,0.0470788451339625,5,0.9953802324323427,5,2000,1955
