label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
strict,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.629963721933523,0.0682725391927068,5,0.9863555064218006,5,2000,1953
strict,workspace_noise_single,['workspace_noise_score'],0.7757405410116461,0.05532375169886125,5,0.9928834150110544,5,2000,1953
strict,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7099279885827587,0.10780501079288109,5,0.9888862980122863,5,2000,1953
strict,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8297000795284941,0.06737883545402022,5,0.9942295439638682,5,2000,1953
strict,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.737436132082666,0.0649316965559983,5,0.9915561149863632,5,2000,1953
strict,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8502903334749594,0.039181467455772674,5,0.995488442752506,5,2000,1953
strict,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7757405410116461,0.05532375169886125,5,0.9928834150110544,5,2000,1953
strict,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.8430782974365679,0.035620193101842196,5,0.9953174317471004,5,2000,1953
strict,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.689130742665403,0.07239391849948912,5,0.9893994424622801,5,2000,1953
strict,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.7022257084027845,0.10067611950281813,5,0.9878999523005494,5,2000,1953
strict,layer_l33_single,['layer_l33_entropy_topk'],0.8309638199823512,0.035306669320066854,5,0.9947519997927328,5,2000,1953
strict,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.8349293503720407,0.0472833078840178,5,0.9947577588458565,5,2000,1953
strict,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.54848514560251,0.05116145163486787,5,0.9830431553584651,5,2000,1953
strict,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.8593544029371072,0.041251015386101444,5,0.9955081747388915,5,2000,1953
expanded_deterministic,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.606308023872679,0.036804505141272634,5,0.9213670655594406,5,2000,1768
expanded_deterministic,workspace_noise_single,['workspace_noise_score'],0.694765173974099,0.02887929608868665,5,0.9441973205593683,5,2000,1768
expanded_deterministic,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6557038929630208,0.04759315730076069,5,0.9354194089434585,5,2000,1768
expanded_deterministic,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7254520010922141,0.040257913967949616,5,0.951431665239669,5,2000,1768
expanded_deterministic,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6695662349820565,0.040547436266476694,5,0.9390665949772972,5,2000,1768
expanded_deterministic,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7234138516149164,0.035632994530681805,5,0.9508773729424543,5,2000,1768
expanded_deterministic,workspace_late_late_single,['late_late_entropy_topk_mean'],0.694765173974099,0.02887929608868665,5,0.9441973205593683,5,2000,1768
expanded_deterministic,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7444779801841162,0.04062633800053447,5,0.9538548392435915,5,2000,1768
expanded_deterministic,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.6547091980028086,0.043794671857779646,5,0.9354229992344494,5,2000,1768
expanded_deterministic,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.654421516617257,0.05220145828296078,5,0.9339754190613798,5,2000,1768
expanded_deterministic,layer_l33_single,['layer_l33_entropy_topk'],0.7336094749570915,0.02916120018251195,5,0.9471355407141692,5,2000,1768
expanded_deterministic,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7450362771103136,0.034659847708826956,5,0.949574619911034,5,2000,1768
expanded_deterministic,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.4412325440786394,0.039037881944350365,5,0.869954467635147,5,2000,1768
expanded_deterministic,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7546516617256982,0.039905345239647845,5,0.9547281527447897,5,2000,1768
primary_with_llm_judge,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.6596724102596441,0.030217696071036124,5,0.91236348921451,5,1880,1603
primary_with_llm_judge,workspace_noise_single,['workspace_noise_score'],0.7044440590859646,0.015164096440444383,5,0.9319674953248406,5,1880,1603
primary_with_llm_judge,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6690839153122192,0.02591793151642798,5,0.922032947721833,5,1880,1603
primary_with_llm_judge,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7491706660120576,0.03367531742280631,5,0.9439427657094743,5,1880,1603
primary_with_llm_judge,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7050408642639816,0.03221634978725125,5,0.9308289437485667,5,1880,1603
primary_with_llm_judge,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7532356975076065,0.03210905237158996,5,0.9444109748472826,5,1880,1603
primary_with_llm_judge,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7044440590859646,0.015164096440444383,5,0.9319674953248406,5,1880,1603
primary_with_llm_judge,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7605414937245374,0.0370177413230843,5,0.9447768414085375,5,1880,1603
primary_with_llm_judge,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.6591183948868435,0.02529285268815018,5,0.9202161499786491,5,1880,1603
primary_with_llm_judge,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6685389083194643,0.0274647466298281,5,0.9218138883863544,5,1880,1603
primary_with_llm_judge,layer_l33_single,['layer_l33_entropy_topk'],0.7348563501196989,0.03502273661120965,5,0.934017344372766,5,1880,1603
primary_with_llm_judge,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7428039934148742,0.03195683961329368,5,0.9366607609174287,5,1880,1603
primary_with_llm_judge,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5389668739344775,0.027720368666254585,5,0.8741955361159364,5,1880,1603
primary_with_llm_judge,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7699687634421922,0.043264377902072,5,0.9472465627657396,5,1880,1603
high_quality_primary,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.6623465703971119,0.033095109143511256,5,0.9134857689403595,5,1877,1600
high_quality_primary,workspace_noise_single,['workspace_noise_score'],0.7041493682310469,0.01858781468920611,5,0.9317975378666022,5,1877,1600
high_quality_primary,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6680437725631769,0.03481071137115908,5,0.9213927843777805,5,1877,1600
high_quality_primary,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7496547833935018,0.031382829893348896,5,0.9439723519029326,5,1877,1600
high_quality_primary,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7065478339350181,0.036700083170753635,5,0.9310969847862859,5,1877,1600
high_quality_primary,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7546841155234657,0.02746362091506192,5,0.9446780074568104,5,1877,1600
high_quality_primary,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7041493682310469,0.01858781468920611,5,0.9317975378666022,5,1877,1600
high_quality_primary,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7604174187725632,0.035603788784814655,5,0.9447131485588184,5,1877,1600
high_quality_primary,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.6590636281588448,0.032136594793375245,5,0.9199109911772227,5,1877,1600
high_quality_primary,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6696953971119133,0.036701880294675686,5,0.9218901593552484,5,1877,1600
high_quality_primary,layer_l33_single,['layer_l33_entropy_topk'],0.7346389891696752,0.03742195415399638,5,0.93337011585507,5,1877,1600
high_quality_primary,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7423984657039711,0.0329830968646355,5,0.9359731899864356,5,1877,1600
high_quality_primary,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.54076940433213,0.025249290186754904,5,0.8749470124356311,5,1877,1600
high_quality_primary,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7703339350180505,0.04243909543892858,5,0.9473020015893072,5,1877,1600
