label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
strict,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.5410080823684151,0.05140188559558839,5,0.9352875440692288,5,2000,1831
strict,workspace_noise_single,['workspace_noise_score'],0.7261818969166782,0.06443091763765824,5,0.9628907626645641,5,2000,1831
strict,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7124796809710476,0.06422716121046924,5,0.9606906687966589,5,2000,1831
strict,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7538480928389764,0.06700950432729151,5,0.9659774454820571,5,2000,1831
strict,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7075320176189814,0.05922020576024254,5,0.9602363282748516,5,2000,1831
strict,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7499280956828325,0.06481894230159052,5,0.9661148718775856,5,2000,1831
strict,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7261818969166782,0.06443091763765824,5,0.9628907626645641,5,2000,1831
strict,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7690885764237863,0.05744319736497048,5,0.9675299864335555,5,2000,1831
strict,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.6854145728237229,0.06223929687317372,5,0.9566216256193267,5,2000,1831
strict,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6806414188256813,0.05837069977120982,5,0.9549799633746513,5,2000,1831
strict,layer_l33_single,['layer_l33_entropy_topk'],0.7373698855024738,0.062272814855374656,5,0.9600460532816546,5,2000,1831
strict,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7417617042454248,0.05723621030251929,5,0.9608817747443925,5,2000,1831
strict,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5606856278620342,0.02443228820193187,5,0.9388473812003807,5,2000,1831
strict,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7771547865653651,0.05198834490130932,5,0.970346352981512,5,2000,1831
expanded_deterministic,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.6162117019533597,0.024187223398491848,5,0.7806450291293816,5,2000,1348
expanded_deterministic,workspace_noise_single,['workspace_noise_score'],0.7569689701625675,0.020940160183371748,5,0.8524439582940004,5,2000,1348
expanded_deterministic,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7519240046603921,0.02061057664688941,5,0.8502981995310736,5,2000,1348
expanded_deterministic,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7657584060002547,0.01889223003392468,5,0.8490962491523661,5,2000,1348
expanded_deterministic,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7631904116072892,0.012888773667762827,5,0.8602934733485134,5,2000,1348
expanded_deterministic,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7734453223134478,0.01619227414129733,5,0.858643553051438,5,2000,1348
expanded_deterministic,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7569689701625675,0.020940160183371748,5,0.8524439582940004,5,2000,1348
expanded_deterministic,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7703277748448052,0.017157903026152544,5,0.8544487376128314,5,2000,1348
expanded_deterministic,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.7227112195299557,0.02360314659978491,5,0.8402274570055458,5,2000,1348
expanded_deterministic,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.7223823979173873,0.022589052275619952,5,0.8380924575344564,5,2000,1348
expanded_deterministic,layer_l33_single,['layer_l33_entropy_topk'],0.744877664706632,0.029002940057344034,5,0.8355265604456186,5,2000,1348
expanded_deterministic,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7492945695508911,0.02734740036392766,5,0.8354756122556728,5,2000,1348
expanded_deterministic,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5178052920937176,0.02541319644138478,5,0.6975243290770359,5,2000,1348
expanded_deterministic,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7681204602137227,0.018986793741707378,5,0.8587496356211162,5,2000,1348
primary_with_llm_judge,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.6303293292717973,0.016238210636711686,5,0.7720407765994259,5,1955,1270
primary_with_llm_judge,workspace_noise_single,['workspace_noise_score'],0.7549939651704121,0.025003372426997024,5,0.8406123523877909,5,1955,1270
primary_with_llm_judge,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7475004310592563,0.03183140077470718,5,0.8352387969654065,5,1955,1270
primary_with_llm_judge,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7655060635668716,0.03000787294525583,5,0.8433756951097625,5,1955,1270
primary_with_llm_judge,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7616069889074086,0.02345341437315788,5,0.8497562205725833,5,1955,1270
primary_with_llm_judge,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7754135295131904,0.02569074111422119,5,0.8534107773163563,5,1955,1270
primary_with_llm_judge,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7549939651704121,0.025003372426997024,5,0.8406123523877909,5,1955,1270
primary_with_llm_judge,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7727283177194092,0.026459306845752567,5,0.8456479267460382,5,1955,1270
primary_with_llm_judge,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.7233818035519283,0.024292282250047564,5,0.8283714960645919,5,1955,1270
primary_with_llm_judge,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.7229875280188517,0.02541941810562884,5,0.8272016495154794,5,1955,1270
primary_with_llm_judge,layer_l33_single,['layer_l33_entropy_topk'],0.7460083912868556,0.029629902476593962,5,0.819172345672903,5,1955,1270
