example_id,source_example_id,source_dataset_index,prompt_id,question,generated_answer_clean,aliases,choices,correct_choice_label,correct_choice_text,generated_answer_raw,generated_answer_raw_repr,generated_answer_clean_repr,new_token_ids,first_content_token_id,first_content_token_text,first_content_token_prob,first_content_token_logprob,sequence_content_logprob_mean,sequence_content_logprob_sum,answer_length_tokens,answer_length_content_tokens,thinking_generated,prompt_mode,normalized_prediction,original_alias_variants,expanded_alias_variants,prediction_variants,normalized_aliases,strict_correct,expanded_exact_correct,safe_contains_correct,safe_contains_info,fuzzy_suggested,fuzzy_auto_accept,fuzzy_info,deterministic_correct,deterministic_label_source,deterministic_label_quality,token_f1_max,alias_has_alternative_sep,exact_match,contains_alias,correct_auto,correct_primary,correct_strict,correct_expanded,correct_deterministic,label_source,label_quality,label_confidence,match_type,judge_needed,judge_verdict,judge_confidence,judge_reason,temporal_unstable,label_exclusion_reason,analysis_include_primary,analysis_include_high_quality,readout_position,readout_prompt_token,n_workspace_layers,all_entropy_topk_mean,all_entropy_topk_std,all_entropy_topk_min,all_entropy_topk_max,all_entropy_topk_slope,all_entropy_topk_last3_slope,all_top1_dominance_last3_max_minus_mean,all_effective_concepts_topk_mean,all_top1_dominance_topk_mean,all_top1_margin_mean,all_distinct_top1_count,all_top1_churn_rate,all_top5_jaccard_adjacent_mean,all_answer_token_best_rank,all_answer_token_mean_rank,mid_entropy_topk_mean,mid_entropy_topk_std,mid_entropy_topk_min,mid_entropy_topk_max,mid_entropy_topk_slope,mid_entropy_topk_last3_slope,mid_top1_dominance_last3_max_minus_mean,mid_effective_concepts_topk_mean,mid_top1_dominance_topk_mean,mid_top1_margin_mean,mid_distinct_top1_count,mid_top1_churn_rate,mid_top5_jaccard_adjacent_mean,mid_answer_token_best_rank,mid_answer_token_mean_rank,late_entropy_topk_mean,late_entropy_topk_std,late_entropy_topk_min,late_entropy_topk_max,late_entropy_topk_slope,late_entropy_topk_last3_slope,late_top1_dominance_last3_max_minus_mean,late_effective_concepts_topk_mean,late_top1_dominance_topk_mean,late_top1_margin_mean,late_distinct_top1_count,late_top1_churn_rate,late_top5_jaccard_adjacent_mean,late_answer_token_best_rank,late_answer_token_mean_rank,late_late_entropy_topk_mean,late_late_entropy_topk_std,late_late_entropy_topk_min,late_late_entropy_topk_max,late_late_entropy_topk_slope,late_late_entropy_topk_last3_slope,late_late_top1_dominance_last3_max_minus_mean,late_late_effective_concepts_topk_mean,late_late_top1_dominance_topk_mean,late_late_top1_margin_mean,late_late_distinct_top1_count,late_late_top1_churn_rate,late_late_top5_jaccard_adjacent_mean,late_late_answer_token_best_rank,late_late_answer_token_mean_rank,workspace_noise_score,layer_l33_entropy_topk,layer_l33_top1_dominance_topk,layer_l33_top1_margin,layer_l33_answer_token_rank,layer_l34_entropy_topk,layer_l34_top1_dominance_topk,layer_l34_top1_margin,layer_l34_answer_token_rank,layer_l33_l34_entropy_diff,is_wrong,is_wrong_strict,is_wrong_expanded,is_wrong_deterministic,correct_strict_bool,correct_expanded_bool,correct_primary_bool,analysis_include_primary_bool,analysis_include_high_quality_bool,is_wrong_primary,first_content_token_prob_num,workspace_noise_score_num,high_confidence,workspace_noisy,quadrant
ex_07188_5a9080275542995651fb5175,5a9080275542995651fb5175,7188,prompt_ex_07188_5a9080275542995651fb5175,"What year was the Leeds football club, which Arthur Hydes played, formed? ",1871. The Leeds football club was formed in 187,['1919'],,,,1871. The Leeds football club was formed in 187,'1871. The Leeds football club was formed in 187','1871. The Leeds football club was formed in 187',"[16, 23, 22, 16, 13, 576, 51529, 8964, 6335, 572, 14122, 304, 220, 16, 23, 22]",16.0,1,0.9999997615814209,-2.3841855067985307e-07,-0.10509569093791764,-1.5764353640687645,16,15,False,short_answer_v1,1871 leeds football club was formed in 187,"[{'raw': '1919', 'normalized': '1919', 'source': 'alias_original_only:original'}]","[{'raw': '1919', 'normalized': '1919', 'source': 'alias:original'}]","[{'raw': '1871. The Leeds football club was formed in 187', 'normalized': '1871 leeds football club was formed in 187', 'source': 'prediction:original'}]",['1919'],False,False,False,,False,False,"{'ratio': 0.08695652173913043, 'prediction': '1871 leeds football club was formed in 187', 'alias': '1919'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1919, which refers to the formation of Leeds United Football Club. The model answer of 1871 refers to the formation of Leeds Football Club, which is a different entity and not the same as the club associated with Arthur Hydes.",False,,True,True,39, ,22,2.039190682434392,1.0528833254575856,0.004574774298816919,3.367950916290283,-0.11069492828274456,-0.24896344612352556,0.08620035648345947,12.001476701755104,0.4425772553817792,1.3607954545454546,11,0.6190476190476191,0.39965986394557823,1.0,32891.454545454544,2.7683565508235586,0.5905213235947331,1.433990716934204,3.367950916290283,-0.14735073284669345,-0.20429688692092893,0.1569259762763977,18.260946409858832,0.253498874604702,0.5511363636363636,9,0.8,0.27738095238095234,2692.0,55729.454545454544,1.0167171953362413,0.8731115659208455,0.004574774298816919,3.1111676692962646,-0.08745800467052803,-0.24896344612352556,0.08620035648345947,4.736187243315253,0.7507934272289276,2.796875,4,0.5714285714285714,0.36054421768707484,1.0,9836.25,1.1006383535452187,1.0696151482883551,0.004574774298816919,3.1111676692962646,-0.4601716401986778,-0.24896344612352556,0.08620035648345947,6.065222683922212,0.749371063709259,3.35,3,0.5,0.39880952380952384,1.0,1429.4,1.1006383535452187,0.7567323446273804,0.8222174048423767,1.875,1.0,0.004574774298816919,0.9995759129524231,8.5,1.0,0.7521575703285635,True,True,True,True,False,False,False,True,True,True,0.9999997615814209,1.1006383535452187,True,False,high_confidence__clean_workspace
ex_04811_5a75e16055429976ec32bc6a,5a75e16055429976ec32bc6a,4811,prompt_ex_04811_5a75e16055429976ec32bc6a,Miller County is named after a governor who was born in which year ?,1808,['1776'],,,,"1808. 

Step-by-Step Explanation:
1. Identify that",'1808. \n\nStep-by-Step Explanation:\n1. Identify that','1808',"[16, 23, 15, 23, 13, 4710, 8304, 14319, 12, 8304, 71287, 510, 16, 13, 64547, 429]",16.0,1,0.9999996423721313,-3.576278118089249e-07,-0.13622722076033444,-2.0434083114050168,16,15,False,short_answer_v1,1808,"[{'raw': '1776', 'normalized': '1776', 'source': 'alias_original_only:original'}]","[{'raw': '1776', 'normalized': '1776', 'source': 'alias:original'}]","[{'raw': '1808', 'normalized': '1808', 'source': 'prediction:original'}]",['1776'],False,False,False,,False,False,"{'ratio': 0.25, 'prediction': '1808', 'alias': '1776'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1776, which is the birth year of the governor after whom Miller County is named. The model answer of 1808 is incorrect and does not match the accepted answer.",False,,True,True,36, ,22,2.205679235641252,1.1261057989865622,0.023868869990110397,3.6572265625,-0.12013811102102256,-0.9363505486398934,0.14860713481903076,15.504491323726887,0.38973465832796966,0.9403409090909091,13,0.6190476190476191,0.3990929705215419,1.0,49504.72727272727,2.8484371196139944,0.9218653638204648,0.7323392033576965,3.6572265625,-0.22047326510602785,-0.6119109094142912,0.2571610609690348,23.473592185374205,0.2681547891009938,0.5170454545454546,8,0.7,0.23571428571428568,2873.0,79943.81818181818,1.2332434966228902,0.7412306159002663,0.023868869990110397,2.4326133728027344,-0.10840711755944152,-0.9363505486398934,0.14860713481903076,4.433793457844512,0.5753310117870569,1.6171875,4,0.42857142857142855,0.5731292517006803,1.0,455.625,1.243482568114996,0.9260943845845776,0.023868869990110397,2.4326133728027344,-0.5174178399145607,-0.9363505486398934,0.14860713481903076,5.032140426971638,0.6267733067274094,2.3625,3,0.5,0.41964285714285715,1.0,274.2,1.243482568114996,0.31313949823379517,0.9472957849502563,3.375,1.0,0.023868869990110397,0.9968897700309753,5.9375,1.0,0.28927062824368477,True,True,True,True,False,False,False,True,True,True,0.9999996423721313,1.243482568114996,True,False,high_confidence__clean_workspace
ex_02882_5ab480715542991751b4d798,5ab480715542991751b4d798,2882,prompt_ex_02882_5ab480715542991751b4d798,"In which year was this historic diner in Albany, New York built, which also was a filming location for major portions of Ironweed?",1937. The diner was built in 1937 and,['1941'],,,,1937. The diner was built in 1937 and,'1937. The diner was built in 1937 and','1937. The diner was built in 1937 and',"[16, 24, 18, 22, 13, 576, 88106, 572, 5798, 304, 220, 16, 24, 18, 22, 323]",16.0,1,0.9999996423721313,-3.576278118089249e-07,-0.19823016603201798,-2.9734524904802697,16,15,False,short_answer_v1,1937 diner was built in 1937 and,"[{'raw': '1941', 'normalized': '1941', 'source': 'alias_original_only:original'}]","[{'raw': '1941', 'normalized': '1941', 'source': 'alias:original'}]","[{'raw': '1937. The diner was built in 1937 and', 'normalized': '1937 diner was built in 1937 and', 'source': 'prediction:original'}]",['1941'],False,False,False,,False,False,"{'ratio': 0.16666666666666666, 'prediction': '1937 diner was built in 1937 and', 'alias': '1941'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1941, and the model answer states 1937, which is a different year. The model answer is clearly incorrect based on the accepted answer.",False,,True,True,49, ,22,2.5140397863165576,1.0422923975921328,0.00010741399455582723,3.5968127250671387,-0.11758889168674055,-0.153133612639067,0.02330990632375085,17.43957749279161,0.3609052507037466,1.6732954545454546,11,0.7142857142857143,0.32180650037792896,1.0,59802.22727272727,2.972076491876082,0.5370106770903358,1.8978461027145386,3.5968127250671387,-0.12277341539209524,0.12715458869934143,0.15337243676185608,22.113275896210187,0.2464113011956215,0.6931818181818182,8,0.8,0.29761904761904756,35474.0,94553.63636363637,1.6917632938011593,1.2287199566239353,0.00010741399455582723,3.082089424133301,-0.422854354513176,-0.153133612639067,0.02330990632375085,9.618819687039334,0.5919251199811697,3.546875,5,0.7142857142857143,0.2868480725623583,1.0,8460.0,1.158031053635932,1.2525865297720091,0.00010741399455582723,3.082089424133301,-0.7337000714804166,-0.153133612639067,0.02330990632375085,6.912036115031375,0.7292450100183487,4.9,3,0.5,0.2698412698412698,1.0,2284.2,1.158031053635932,0.18268048763275146,0.976787805557251,5.0625,1.0,0.00010741399455582723,0.9999933242797852,13.5625,1.0,0.18257307363819564,True,True,True,True,False,False,False,True,True,True,0.9999996423721313,1.158031053635932,True,False,high_confidence__clean_workspace
ex_02880_5abda2b755429933744ab80f,5abda2b755429933744ab80f,2880,prompt_ex_02880_5abda2b755429933744ab80f,Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what year?,1945. The war ended with Germany's surrender in May 1,['1918'],,,,1945. The war ended with Germany's surrender in May 1,"""1945. The war ended with Germany's surrender in May 1""","""1945. The war ended with Germany's surrender in May 1""","[16, 24, 19, 20, 13, 576, 4116, 9482, 448, 9856, 594, 31759, 304, 3217, 220, 16]",16.0,1,0.9999991059303284,-8.344646857949556e-07,-0.13795780392980153,-2.069367058947023,16,15,False,short_answer_v1,1945 war ended with germany s surrender in may 1,"[{'raw': '1918', 'normalized': '1918', 'source': 'alias_original_only:original'}]","[{'raw': '1918', 'normalized': '1918', 'source': 'alias:original'}]","[{'raw': ""1945. The war ended with Germany's surrender in May 1"", 'normalized': '1945 war ended with germany s surrender in may 1', 'source': 'prediction:original'}]",['1918'],False,False,False,,False,False,"{'ratio': 0.11538461538461539, 'prediction': '1945 war ended with germany s surrender in may 1', 'alias': '1918'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1918, which refers to World War I, while the model answer 1945 refers to World War II. Hermann Wilhelm Göring was a veteran fighter pilot in World War II, which ended in 1945.",False,,True,True,41, ,22,1.083964240744866,0.7965566393374409,2.3799184418749064e-05,2.6898691654205322,-0.01964103775810246,-1.0676026557666776,0.25700272123018897,4.13306802217386,0.7258208881724965,3.3948863636363638,5,0.2857142857142857,0.47411186696900987,1.0,18389.909090909092,0.7660369602116671,0.5141868604369223,0.1610056608915329,1.7338074445724487,-0.03442661884156136,0.02063690871000292,0.00451936324437463,2.478553455959704,0.8632670153271068,3.727272727272727,1,0.0,0.46349206349206346,5422.0,35828.454545454544,1.1908493822184028,0.7844172923772127,2.3799184418749064e-05,2.1352291107177734,-0.031700318288304025,-1.0676026557666776,0.25700272123018897,4.271035049023971,0.6256467960774899,3.5859375,4,0.5714285714285714,0.4591836734693877,1.0,997.0,1.1958122764117434,0.7625438353649494,2.3799184418749064e-05,2.1352291107177734,-0.3326859261505891,-1.0676026557666776,0.25700272123018897,4.277594574143942,0.6421023309230804,4.1125,3,0.5,0.38392857142857145,1.0,349.8,1.1958122764117434,0.8294265866279602,0.8462603092193604,2.75,1.0,2.3799184418749064e-05,0.9999986886978149,15.6875,1.0,0.8294027874435415,True,True,True,True,False,False,False,True,True,True,0.9999991059303284,1.1958122764117434,True,False,high_confidence__clean_workspace
ex_01990_5ab972485542996be20204f6,5ab972485542996be20204f6,1990,prompt_ex_01990_5ab972485542996be20204f6,The Reverend Jesse Bushyhead was a member of a Cherokee faction led by a chief born in what year?,1795. The Reverend Jesse Bushyhead was a member of,['1790'],,,,1795. The Reverend Jesse Bushyhead was a member of,'1795. The Reverend Jesse Bushyhead was a member of','1795. The Reverend Jesse Bushyhead was a member of',"[16, 22, 24, 20, 13, 576, 82179, 408, 39171, 14079, 88, 1983, 572, 264, 4462, 315]",16.0,1,0.9999984502792358,-1.5497195136049413e-06,-0.2904767726627209,-4.647628362603534,16,16,False,short_answer_v1,1795 reverend jesse bushyhead was member of,"[{'raw': '1790', 'normalized': '1790', 'source': 'alias_original_only:original'}]","[{'raw': '1790', 'normalized': '1790', 'source': 'alias:original'}]","[{'raw': '1795. The Reverend Jesse Bushyhead was a member of', 'normalized': '1795 reverend jesse bushyhead was member of', 'source': 'prediction:original'}]",['1790'],False,False,False,,False,False,"{'ratio': 0.1276595744680851, 'prediction': '1795 reverend jesse bushyhead was member of', 'alias': '1790'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1790, but the model answer is 1795, which is a different year and thus incorrect.",False,,True,True,45, ,22,2.0984924806451257,0.8307211414047788,0.04909126088023186,3.314706325531006,-0.05294479334854191,-0.8561863098293543,0.1517621477444967,10.866693826162338,0.42235823652961035,1.125,14,0.7142857142857143,0.4100529100529101,1.0,18216.0,2.545886592431502,0.6446321618434038,1.4143270254135132,3.314706325531006,-0.13571616627953278,-0.1276890635490416,0.015021403630574526,15.201298699629637,0.31319457428021863,0.5681818181818182,10,1.0,0.3218253968253968,5877.0,28680.727272727272,1.667826948221773,0.8547999276173411,0.04909126088023186,2.7048568725585938,-0.2475333754416731,-0.8561863098293543,0.1517621477444967,6.999661040908484,0.48699519596993923,1.546875,5,0.5714285714285714,0.5306122448979591,1.0,523.375,1.4501727305352687,1.008603206282309,0.04909126088023186,2.7048568725585938,-0.6518785215914256,-0.8561863098293543,0.1517621477444967,6.534806713255714,0.5942667216062546,2.275,3,0.5,0.4642857142857143,1.0,165.8,1.4501727305352687,0.5195974707603455,0.9149731993675232,3.5,1.0,0.04909126088023186,0.9939752221107483,5.9375,1.0,0.4705062098801136,True,True,True,True,False,False,False,True,True,True,0.9999984502792358,1.4501727305352687,True,False,high_confidence__clean_workspace
ex_06473_5ab953a45542996be202047f,5ab953a45542996be202047f,6473,prompt_ex_06473_5ab953a45542996be202047f,When was the first stud book created for the breed of horse that came from Rotrou introducing Arabian horses to Perche?,1605. The first stud book for the breed was created in,['1883'],,,,1605. The first stud book for the breed was created in ,'1605. The first stud book for the breed was created in ','1605. The first stud book for the breed was created in',"[16, 21, 15, 20, 13, 576, 1156, 1673, 2311, 369, 279, 27775, 572, 3465, 304, 220]",16.0,1,0.9999971389770508,-2.861018856492592e-06,-0.4026640124887914,-6.039960187331872,16,15,False,short_answer_v1,1605 first stud book for breed was created in,"[{'raw': '1883', 'normalized': '1883', 'source': 'alias_original_only:original'}]","[{'raw': '1883', 'normalized': '1883', 'source': 'alias:original'}]","[{'raw': '1605. The first stud book for the breed was created in', 'normalized': '1605 first stud book for breed was created in', 'source': 'prediction:original'}]",['1883'],False,False,False,,False,False,"{'ratio': 0.04081632653061224, 'prediction': '1605 first stud book for breed was created in', 'alias': '1883'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1883, which refers to the creation of the first stud book for the breed of horse that came from Rotrou introducing Arabian horses to Perche. The model answer of 1605 refers to a different event or entity, making it incorrect.",False,,True,True,46, ,22,1.8780841042118317,1.079438992273052,0.010838569141924381,3.5844266414642334,-0.12392764627872499,-0.20158463669940827,0.027800897757212284,10.76606953267171,0.53751251982017,2.034090909090909,11,0.6666666666666666,0.32218442932728647,1.0,17627.81818181818,2.025372249158946,1.0751370749882891,0.2221870869398117,3.5844266414642334,-0.2788470104336737,0.4696823135018349,0.0989321072896322,12.435399037359606,0.4982491149143739,1.5568181818181819,6,0.7,0.3214285714285714,2619.0,21736.363636363636,1.2807187606813386,0.870458553324139,0.010838569141924381,2.497558116912842,-0.2683097298944456,-0.20158463669940827,0.027800897757212284,4.983580190089333,0.6953681595623493,3.1875,4,0.7142857142857143,0.3248299319727891,1.0,6657.125,0.9995172055438161,0.9909213321415443,0.010838569141924381,2.497558116912842,-0.5971177680417898,-0.20158463669940827,0.027800897757212284,4.464791655328147,0.7961619794368744,4.3,3,0.5,0.1875,1.0,2098.0,0.9995172055438161,0.2183554321527481,0.9721134305000305,5.125,1.0,0.010838569141924381,0.9989450573921204,7.6875,1.0,0.20751686301082373,True,True,True,True,False,False,False,True,True,True,0.9999971389770508,0.9995172055438161,True,False,high_confidence__clean_workspace
ex_07396_5addb1515542995b365fab60,5addb1515542995b365fab60,7396,prompt_ex_07396_5addb1515542995b365fab60,In what year was the uprising that marred John P. Buchanan's term as governor ignited?,1863. The uprising was the New York City Draft Riots,['1891'],,,,1863. The uprising was the New York City Draft Riots.,'1863. The uprising was the New York City Draft Riots.','1863. The uprising was the New York City Draft Riots',"[16, 23, 21, 18, 13, 576, 69406, 572, 279, 1532, 4261, 4311, 28564, 51730, 2412, 13]",16.0,1,0.9999958276748657,-4.172316494077677e-06,-0.37106565341943565,-5.93705045471097,16,16,False,short_answer_v1,1863 uprising was new york city draft riots,"[{'raw': '1891', 'normalized': '1891', 'source': 'alias_original_only:original'}]","[{'raw': '1891', 'normalized': '1891', 'source': 'alias:original'}]","[{'raw': '1863. The uprising was the New York City Draft Riots', 'normalized': '1863 uprising was new york city draft riots', 'source': 'prediction:original'}]",['1891'],False,False,False,,False,False,"{'ratio': 0.0851063829787234, 'prediction': '1863 uprising was new york city draft riots', 'alias': '1891'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The model answer refers to the New York City Draft Riots of 1863, which is a different event from the uprising that marred John P. Buchanan's term as governor. The accepted answer is 1891, which refers to the 1891 New York City Draft Riots, a different event that occurred during Buchanan's term.",False,,True,True,41, ,22,1.6795201278291643,1.1953400510909078,0.010242448188364506,3.4973597526550293,-0.13222788872680022,-0.016066800337284803,0.0064913233121236535,9.877926524094145,0.5663672418079593,2.1931818181818183,6,0.42857142857142855,0.3794406651549509,1.0,45450.77272727273,2.002082422375679,1.1195268308392994,0.15900330245494843,3.4973597526550293,-0.22761213237589045,-0.7461371123790742,0.14338008562723792,12.379229906678937,0.47365612807598984,1.3977272727272727,4,0.5,0.40476190476190477,21860.0,80975.72727272728,0.8278040691511706,0.9074186210057194,0.010242448188364506,2.4330954551696777,-0.09436644100406691,-0.016066800337284803,0.0064913233121236535,3.6073508867680806,0.7934744320809841,3.859375,3,0.2857142857142857,0.30668934240362816,1.0,4860.875,0.7811908232048154,0.9522565417014275,0.010242448188364506,2.4330954551696777,-0.4839379457756879,-0.016066800337284803,0.0064913233121236535,3.6401193969233057,0.7891725838184357,4.175,2,0.25,0.2599206349206349,1.0,2634.6,0.7811908232048154,0.13790380954742432,0.9828093647956848,5.5,1.0,0.010242448188364506,0.9988194108009338,7.0,1.0,0.1276613613590598,True,True,True,True,False,False,False,True,True,True,0.9999958276748657,0.7811908232048154,True,False,high_confidence__clean_workspace
ex_01215_5ae27f22554299495565da8d,5ae27f22554299495565da8d,1215,prompt_ex_01215_5ae27f22554299495565da8d,In what year was the mathematician husband of Anneli Cahn Lax born?,"1908. The mathematician in question is Solomon Lax, and",['1926'],,,,"1908. The mathematician in question is Solomon Lax, and","'1908. The mathematician in question is Solomon Lax, and'","'1908. The mathematician in question is Solomon Lax, and'","[16, 24, 15, 23, 13, 576, 20976, 1103, 304, 3405, 374, 49799, 444, 706, 11, 323]",16.0,1,0.9999905824661255,-9.417489309271332e-06,-0.09381597644859418,-1.501055623177507,16,16,False,short_answer_v1,1908 mathematician in question is solomon lax and,"[{'raw': '1926', 'normalized': '1926', 'source': 'alias_original_only:original'}]","[{'raw': '1926', 'normalized': '1926', 'source': 'alias:original'}]","[{'raw': '1908. The mathematician in question is Solomon Lax, and', 'normalized': '1908 mathematician in question is solomon lax and', 'source': 'prediction:original'}]",['1926'],False,False,False,,False,False,"{'ratio': 0.07547169811320754, 'prediction': '1908 mathematician in question is solomon lax and', 'alias': '1926'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1926, but the model answer states 1908. Solomon Lax was born in 1926, making the model answer factually incorrect.",False,,True,True,40, ,22,2.187429942084815,1.0424769328593901,0.002965135034173727,3.5861940383911133,-0.13120636369434577,-1.0521217968780543,0.19133561849594116,13.886894876107753,0.41977090253071353,1.2670454545454546,10,0.42857142857142855,0.3390022675736962,1.0,51697.818181818184,2.6325384920293633,0.8438469258589864,0.9865540266036987,3.5861940383911133,-0.16705931966955004,-0.42482048273086553,0.14613569776217145,18.398032919775172,0.30812168460000644,0.6022727272727273,7,0.6,0.16666666666666666,30264.0,83662.90909090909,1.215593887201976,0.6644843270806327,0.002965135034173727,2.107208728790283,-0.08564156579363727,-1.0521217968780543,0.19133561849594116,4.098583931459204,0.6530115641653538,2.4765625,2,0.14285714285714285,0.5255102040816325,1.0,11165.5,1.244843205343932,0.8139705197046132,0.002965135034173727,2.107208728790283,-0.4692176138050854,-1.0521217968780543,0.19133561849594116,4.559337477460088,0.6549284398555756,3.0875,2,0.25,0.3363095238095238,1.0,3313.8,1.244843205343932,0.5662673711776733,0.8983920216560364,3.1875,1.0,0.002965135034173727,0.9997420907020569,8.9375,1.0,0.5633022361434996,True,True,True,True,False,False,False,True,True,True,0.9999905824661255,1.244843205343932,True,False,high_confidence__clean_workspace
ex_05363_5a79f6825542996c55b2dcb4,5a79f6825542996c55b2dcb4,5363,prompt_ex_05363_5a79f6825542996c55b2dcb4,New Jersey politicians Linda Stender and Leonard Lance were born within a year of each other beginning in which year?,1947,['1952'],,,,"1947. 

Wait, but I need to check if that's","""1947. \n\nWait, but I need to check if that's""",'1947',"[16, 24, 19, 22, 13, 4710, 14190, 11, 714, 358, 1184, 311, 1779, 421, 429, 594]",16.0,1,0.9999884366989136,-1.156323378381785e-05,-0.3177214627827804,-4.765821941741706,16,15,False,short_answer_v1,1947,"[{'raw': '1952', 'normalized': '1952', 'source': 'alias_original_only:original'}]","[{'raw': '1952', 'normalized': '1952', 'source': 'alias:original'}]","[{'raw': '1947', 'normalized': '1947', 'source': 'prediction:original'}]",['1952'],False,False,False,,False,False,"{'ratio': 0.5, 'prediction': '1947', 'alias': '1952'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1952, and the model answer of 1947 is clearly a different year, making it incorrect.",False,,True,True,44, ,22,1.908955796674656,0.9529087922624018,0.0011118457186967134,3.330317258834839,-0.08159276916469824,-0.13460435939487073,0.028484006722768185,9.970643387583554,0.5378762991590933,2.1676136363636362,11,0.6190476190476191,0.30423280423280424,1.0,60404.545454545456,2.4421865940093994,0.6868458474555703,1.1883745193481445,3.330317258834839,0.026028932224620487,-0.5548961758613583,0.21260022620360058,14.04459957081661,0.43215362998572265,1.5909090909090908,7,0.8,0.18015873015873016,22747.0,100824.09090909091,1.1176839185936842,0.7639475263914361,0.0011118457186967134,2.0638322830200195,-0.23676497650255124,-0.13460435939487073,0.028484006722768185,3.9533521138359675,0.6874089129269123,3.203125,3,0.2857142857142857,0.4376417233560091,1.0,6376.25,0.9224710008595138,0.9050046819945083,0.0011118457186967134,2.0638322830200195,-0.5732341089751576,-0.13460435939487073,0.028484006722768185,3.758335592935893,0.7277226626873017,3.975,3,0.5,0.38492063492063494,1.0,612.8,0.9224710008595138,0.2944827079772949,0.9566812515258789,4.25,1.0,0.0011118457186967134,0.9999139308929443,10.125,1.0,0.2933708622585982,True,True,True,True,False,False,False,True,True,True,0.9999884366989136,0.9224710008595138,True,False,high_confidence__clean_workspace
ex_00322_5a7c6bcc55429935c91b519c,5a7c6bcc55429935c91b519c,322,prompt_ex_00322_5a7c6bcc55429935c91b519c,Rock Springs is a collection of short stories by an author born in what year?,1936. The author is John Grisham. Rock Springs is,['1944'],,,,1936. The author is John Grisham. Rock Springs is,'1936. The author is John Grisham. Rock Springs is','1936. The author is John Grisham. Rock Springs is',"[16, 24, 18, 21, 13, 576, 3150, 374, 3757, 2825, 812, 309, 13, 9127, 29204, 374]",16.0,1,0.9999871253967285,-1.2874520507466514e-05,-0.48124223592327553,-7.6998757747724085,16,16,False,short_answer_v1,1936 author is john grisham rock springs is,"[{'raw': '1944', 'normalized': '1944', 'source': 'alias_original_only:original'}]","[{'raw': '1944', 'normalized': '1944', 'source': 'alias:original'}]","[{'raw': '1936. The author is John Grisham. Rock Springs is', 'normalized': '1936 author is john grisham rock springs is', 'source': 'prediction:original'}]",['1944'],False,False,False,,False,False,"{'ratio': 0.0851063829787234, 'prediction': '1936 author is john grisham rock springs is', 'alias': '1944'}",False,deterministic_no_match,high,0.0,False,False,False,False,False,False,False,False,llm_judge_incorrect,medium,medium,llm_judge_incorrect,True,incorrect,high,"The accepted answer is 1944, but the model answer states 1936. John Grisham was born in 1944, not 1936, making the model answer factually incorrect.",False,,True,True,38, ,22,1.754976880054032,0.9419363403366444,0.0018707046983763576,3.300083875656128,-0.07449156892182751,-0.1702891970635392,0.01634715000788367,8.671592160612875,0.5208538398146629,1.9261363636363635,7,0.38095238095238093,0.45143613000755856,1.0,67774.36363636363,2.322231487794356,0.7957315931388562,1.050281047821045,3.300083875656128,-0.10874435251409346,-0.3308048248291012,0.08501952886581421,13.302120453727197,0.40047343888066034,1.0397727272727273,5,0.4,0.3634920634920634,17774.0,109751.63636363637,1.0858234183251625,0.774027630378438,0.0018707046983763576,2.132758378982544,-0.24313369356622413,-0.1702891970635392,0.01634715000788367,3.835960570346961,0.622808001935482,3.0546875,3,0.5714285714285714,0.5731292517006802,1.0,828.0,0.837432649335824,0.8890799935947494,0.0018707046983763576,2.132758378982544,-0.5431087557459252,-0.1702891970635392,0.01634715000788367,3.440902647639272,0.725753128528595,4.5875,2,0.25,0.41964285714285715,1.0,418.0,0.837432649335824,0.03936651349067688,0.9959850311279297,7.0625,1.0,0.0018707046983763576,0.9998489618301392,10.0625,1.0,0.03749580879230052,True,True,True,True,False,False,False,True,True,True,0.9999871253967285,0.837432649335824,True,False,high_confidence__clean_workspace
